,iskele,sancak,avarage_radius,heading_rate
783,-80.0,5.0,3.5701394814429643,0.14144252249648231
784,-75.0,5.0,3.3961669958444873,0.13133561957517698
785,-70.0,5.0,3.2201755508055414,0.1212260177311062
786,-65.0,5.0,3.0424020929192537,0.11109635790499099
787,-60.0,5.0,2.8633032970028496,0.10092819490024053
788,-55.0,5.0,2.6834232860302314,0.09071034837692225
789,-50.0,5.0,2.5033114039583104,0.08044503599616613
790,-45.0,5.0,2.323266965005843,0.07015809442171808
791,-40.0,5.0,2.143043962926417,0.059906850901094585
792,-35.0,5.0,1.9614357829982594,0.0497857080513195
793,-30.0,5.0,1.7754822555803311,0.03993109080923031
794,-25.0,5.0,1.57856265714587,0.03052918151410485
795,-20.0,5.0,1.3551255247337097,0.0218314613014104
796,-15.0,5.0,1.0646009970208794,0.014181496766977617
797,-10.0,5.0,0.5899858051525176,0.008043995788759608
798,-5.0,5.0,0.38077923529183166,0.003991536404313216
799,0.0,5.0,1.3956126181867576,0.002563164446452952
800,5.0,5.0,106113.81067543184,6.73086328427095e-08
801,10.0,5.0,2.4524716898119423,-0.00728936044628451
802,15.0,5.0,2.0477233441930425,-0.017485811636119637
803,20.0,5.0,2.0795339193275137,-0.029294372130741177
804,25.0,5.0,2.2222614204967,-0.041915506321342146
805,30.0,5.0,2.4126064367275517,-0.05486128172004629
806,35.0,5.0,2.6296641780403904,-0.06782758810415516
807,40.0,5.0,2.863957867495653,-0.08063691932582713
808,45.0,5.0,3.109798937254546,-0.09321054237233393
809,50.0,5.0,3.3630137306678987,-0.10554352437574555
810,55.0,5.0,3.62039396345588,-0.1176749042335008
811,60.0,5.0,3.8796771426986494,-0.12965821155876384
812,65.0,5.0,4.1395398713404425,-0.1415402809821514
813,70.0,5.0,4.399657653184421,-0.15334441564188783
814,75.0,5.0,4.6603501239517735,-0.16507301249878445
815,80.0,5.0,4.922063983186061,-0.1767203039587526
816,85.0,5.0,5.185204954379043,-0.188277788273148
817,90.0,5.0,5.450077086054759,-0.19973747456322086
818,95.0,5.0,5.716878679165184,-0.21109335803653168
819,100.0,5.0,5.98572212457125,-0.2223417521192604
820,-100.0,0.0,4.27984170904205,0.18160228263086797
821,-95.0,0.0,4.115041435833576,0.17128418071999463
822,-90.0,0.0,3.949038676497317,0.16110104075338944
823,-85.0,0.0,3.7816607635338455,0.1509339353465878
824,-80.0,0.0,3.6127003006430964,0.14078219244934664
825,-75.0,0.0,3.4421735031534575,0.13063582041796007
826,-70.0,0.0,3.2701466732119986,0.12048430842155249
827,-65.0,0.0,3.0970358037513788,0.11030886327520191
828,-60.0,0.0,2.9235098666026196,0.10009072018315021
829,-55.0,0.0,2.7504734626904215,0.08981677421721411
830,-50.0,0.0,2.5790389105260663,0.07948633612538558
831,-45.0,0.0,2.4103782343717897,0.06912166396183478
832,-40.0,0.0,2.2456559481869967,0.05877564010067884
833,-35.0,0.0,2.086050619401222,0.04853758481516679
834,-30.0,0.0,1.9329090072923496,0.03853848205739952
835,-25.0,0.0,1.7880644983983396,0.028959393563361125
836,-20.0,0.0,1.6543431397077695,0.02004900488862889
837,-15.0,0.0,1.536261978137677,0.012155540950080968
838,-10.0,0.0,1.4407508028359424,0.0057667514508627695
839,-5.0,0.0,1.377134172822643,0.0015098263308840087
840,0.0,0.0,4.18171407552978,1.0532809604727803e-08
841,5.0,0.0,1.3955152701484566,-0.002563122416940762
842,10.0,0.0,1.507346719912014,-0.00950085879084656
843,15.0,0.0,1.6677076968940592,-0.019339742844236386
844,20.0,0.0,1.8590197731820666,-0.030856792449402128
845,25.0,0.0,2.0710361491188514,-0.043256668385035064
846,30.0,0.0,2.2982713397436187,-0.0560376648497839
847,35.0,0.0,2.537532501917475,-0.06888055602670341
848,40.0,0.0,2.786399905066539,-0.08159497448922048
849,45.0,0.0,3.0425009516006187,-0.09409216856890529
850,50.0,0.0,3.3033890770288457,-0.10636015488048764
851,55.0,0.0,3.5668032014616258,-0.11843376396271828
852,60.0,0.0,3.831009140931606,-0.1303646074937496
853,65.0,0.0,4.0950049703477625,-0.14219827284237224
854,70.0,0.0,4.358593371775298,-0.153959667307453
855,75.0,0.0,4.62222941796343,-0.16565062933875654
856,80.0,0.0,4.886464516542874,-0.17726470054314444
857,85.0,0.0,5.1517850491751,-0.18879271551650434
858,90.0,0.0,5.418557705854396,-0.2002261000231397
859,95.0,0.0,5.687029816391886,-0.21155835950353444
860,100.0,0.0,5.9573524396213084,-0.22278540571447938
861,-100.0,-5.0,4.2988267155471585,0.18129272207046263
862,-95.0,-5.0,4.135258228697391,0.17095885699899993
863,-90.0,-5.0,3.970637900365157,0.16075770935739922
864,-85.0,-5.0,3.804834909318958,0.15057068390038672
865,-80.0,-5.0,3.637660030933681,0.14039762525946375
866,-75.0,-5.0,3.469185273685988,0.13022815813920385
867,-70.0,-5.0,3.299531484799893,0.12005193203141702
868,-65.0,-5.0,3.129222111586023,0.10984944983227157
869,-60.0,-5.0,2.9590563204311002,0.09960185498150019
870,-55.0,-5.0,2.7901743066160036,0.08929466023226484
871,-50.0,-5.0,2.6240470249155172,0.07892554520242515
872,-45.0,-5.0,2.462419985359665,0.06851459585902492
873,-40.0,-5.0,2.307412830478815,0.05811195248606503
874,-35.0,-5.0,2.1618890195989215,0.047803714208025205
875,-30.0,-5.0,2.0304295437039546,0.037717252601849154
876,-25.0,-5.0,1.9218272863505648,0.028030023501214536
877,-20.0,-5.0,1.8565461269959658,0.01898816048093319
878,-15.0,-5.0,1.896899974070275,0.010941556940916591
879,-10.0,-5.0,2.3650276547193716,0.004391312927314451
880,-5.0,-5.0,68534.39080415116,6.062542382516674e-08
881,0.0,-5.0,1.3771310216415438,-0.0015097724278765364
882,5.0,-5.0,0.3808076845836524,-0.003991479422770274
883,10.0,-5.0,1.14034895132262,-0.010746815113827746
884,15.0,-5.0,1.4801432584481022,-0.020394496326811517
885,20.0,-5.0,1.7414877294735651,-0.031751849108943214
886,25.0,-5.0,1.9876864669488432,-0.0440285014073284
887,30.0,-5.0,2.2341580300733117,-0.056716726435893094
888,35.0,-5.0,2.4853556173536613,-0.0694896341221652
889,40.0,-5.0,2.7422029794386398,-0.08214997473388679
890,45.0,-5.0,3.0039888873271625,-0.09460347892342613
891,50.0,-5.0,3.269163577136433,-0.1068342149826853
892,55.0,-5.0,3.5359691213472257,-0.11887463528780051
893,60.0,-5.0,3.802956159404297,-0.13077525316933655
894,65.0,-5.0,4.06929940682538,-0.1425808723003841
895,70.0,-5.0,4.334866291567375,-0.1543174492109599
896,75.0,-5.0,4.600184641018089,-0.165986545002483
897,80.0,-5.0,4.865863576578764,-0.177581309739887
898,85.0,-5.0,5.132434341306196,-0.18909219582225031
899,90.0,-5.0,5.4002986783456475,-0.20051029124285075
900,95.0,-5.0,5.669731477335097,-0.21182881726996802
901,100.0,-5.0,5.940905609639801,-0.22304345242458798
902,-100.0,-10.0,4.356207998660112,0.18036345009512286
903,-95.0,-10.0,4.196413099812118,0.16998219211673574
904,-90.0,-10.0,4.036038762097521,0.15972687562006696
905,-85.0,-10.0,3.8750875740979,0.1494798620030794
906,-80.0,-10.0,3.7134523478140355,0.13924182316287462
907,-75.0,-10.0,3.551350527853468,0.12900248949389267
908,-70.0,-10.0,3.389124258867654,0.1187506026595511
909,-65.0,-10.0,3.2276215024094497,0.10846556993018845
910,-60.0,-10.0,3.0680984886352,0.09812758419729706
911,-55.0,-10.0,2.912498566803101,0.08771783866399403
912,-50.0,-10.0,2.7635338081330656,0.07722908426818527
913,-45.0,-10.0,2.6250068659727157,0.0666744920678641
914,-40.0,-10.0,2.5026214866352654,0.056095140021642585
915,-35.0,-10.0,2.4059690783184773,0.045565984221803066
916,-30.0,-10.0,2.3537257381465944,0.03520147871507055
917,-25.0,-10.0,2.3894892055555026,0.025164771300750833
918,-20.0,-10.0,2.6455043866407,0.015688824796983233
919,-15.0,-10.0,3.7910960329712537,0.007121317661302887
920,-10.0,-10.0,149241.28890212468,1.1135815388687457e-07
921,-5.0,-10.0,2.3650948239245406,-0.004391216477417883
922,0.0,-10.0,1.4407742593890933,-0.00576668078499582
923,5.0,-10.0,0.5900929918957087,-0.008043917411453903
924,10.0,-10.0,0.4244175973277479,-0.01432817352112297
925,15.0,-10.0,1.022466132911232,-0.023463650586963068
926,20.0,-10.0,1.427931891195937,-0.03437999326179964
927,25.0,-10.0,1.7556415134177707,-0.046308942250119375
928,30.0,-10.0,2.051519633053861,-0.05873153819526672
929,35.0,-10.0,2.3346914352206545,-0.07130209147245299
930,40.0,-10.0,2.613472447719622,-0.08380503641398639
931,45.0,-10.0,2.89114809362939,-0.09613079231420361
932,50.0,-10.0,3.168444869169074,-0.10825220466651966
933,55.0,-10.0,3.4449261844621604,-0.12019486939921625
934,60.0,-10.0,3.719914849049677,-0.13200580377517332
935,65.0,-10.0,3.9930481587718307,-0.14372807997173928
936,70.0,-10.0,4.26437716108032,-0.1553903921986531
937,75.0,-10.0,4.534613401263637,-0.16699399413567717
938,80.0,-10.0,4.804525602554128,-0.17853090977433408
939,85.0,-10.0,5.0747708786279055,-0.1899904620351194
940,90.0,-10.0,5.345850244743269,-0.20136273218256273
941,95.0,-10.0,5.618117174434019,-0.21264009183159424
942,100.0,-10.0,5.891807064015047,-0.22381752136614882
943,-100.0,-15.0,4.453290587363666,0.1788125755731455
944,-95.0,-15.0,4.300054604708644,0.1683519645188012
945,-90.0,-15.0,4.147097866338908,0.15800585098608
946,-85.0,-15.0,3.994672449569736,0.14765809382333783
947,-80.0,-15.0,3.8428990125436036,0.13730867740762442
948,-75.0,-15.0,3.6921904653804756,0.1269505647680447
949,-70.0,-15.0,3.543435472814377,0.11656761505505296
950,-65.0,-15.0,3.398034623333636,0.10614062899412248
951,-60.0,-15.0,3.2583187783349135,0.09564437597164487
952,-55.0,-15.0,3.1278866619718175,0.08505411862780765
953,-50.0,-15.0,3.0122030059556715,0.07435386166879888
954,-45.0,-15.0,2.919967812959428,0.06354284221760091
955,-40.0,-15.0,2.866120792819568,0.05264365285304047
956,-35.0,-15.0,2.87968416876872,0.041707532246556045
957,-30.0,-15.0,3.0276576196137563,0.03081807532173907
958,-25.0,-15.0,3.510998790585819,0.02009777589095685
959,-20.0,-15.0,5.337441247535098,0.009727342964423371
960,-15.0,-15.0,227302.13558242822,1.6450778114769042e-07
961,-10.0,-15.0,3.7911255521658,-0.007121220112812722
962,-5.0,-15.0,1.8969098648670701,-0.010941455895391682
963,0.0,-15.0,1.5362659455023646,-0.012155431422221582
964,5.0,-15.0,1.064642049126417,-0.014181360521341557
965,10.0,-15.0,0.22358182766845977,-0.01986138807862986
966,15.0,-15.0,0.48352002946399963,-0.028300822769354993
967,20.0,-15.0,1.004423545305686,-0.03858682890735062
968,25.0,-15.0,1.419024499651223,-0.04999983747034558
969,30.0,-15.0,1.775617674574042,-0.0620178528373634
970,35.0,-15.0,2.1013975784932453,-0.07427470989366243
971,40.0,-15.0,2.4109019205526003,-0.08653074346209096
972,45.0,-15.0,2.7115745974962717,-0.09865435971555518
973,50.0,-15.0,3.0068239058966704,-0.11060144199871173
974,55.0,-15.0,3.2978974096303584,-0.12238669729407131
975,60.0,-15.0,3.5851436191253763,-0.13405152952362565
976,65.0,-15.0,3.868773294622948,-0.14563826287417728
977,70.0,-15.0,4.14915047570244,-0.1571774169839789
978,75.0,-15.0,4.4271681809056975,-0.16867218168231432
979,80.0,-15.0,4.703818456897455,-0.18011289078165824
980,85.0,-15.0,4.9799409120721645,-0.1914870438122601
981,90.0,-15.0,5.256183488469998,-0.20278306480855152
982,95.0,-15.0,5.533017669759784,-0.21399191734003556
983,100.0,-15.0,5.810773792315868,-0.2251074222894803
984,-100.0,-20.0,4.59234064309969,0.1766367395504833
985,-95.0,-20.0,4.448885828067676,0.1660639999701905
986,-90.0,-20.0,4.307074456858981,0.15558957137349838
987,-85.0,-20.0,4.1675707070306505,0.14509908440887123
988,-80.0,-20.0,4.030928364875119,0.13459055570522194
989,-75.0,-20.0,3.8980488354446408,0.12405779530203191
990,-70.0,-20.0,3.770591932581303,0.113484102934067
991,-65.0,-20.0,3.6512230797503302,0.10284581224848573
992,-60.0,-20.0,3.544261365975898,0.09211197999461199
993,-55.0,-20.0,3.4566124611233247,0.08124918199567917
994,-50.0,-20.0,3.399770646870598,0.07022437176645452
995,-45.0,-20.0,3.393898334840148,0.05901319947311264
996,-40.0,-20.0,3.4783589179472214,0.04760422677965826
997,-35.0,-20.0,3.743581872971688,0.035998990284916065
998,-30.0,-20.0,4.458815963882315,0.024205783572257212
999,-25.0,-20.0,6.966668968709018,0.012222796496147811
1000,-20.0,-20.0,298322.76456065534,2.2283296102867007e-07
1001,-15.0,-20.0,5.337169077608987,-0.009727616469668727
1002,-10.0,-20.0,2.6454050223549546,-0.015688976856073875
1003,-5.0,-20.0,1.856484403037279,-0.01898821237771038
1004,0.0,-20.0,1.6542844195985742,-0.020049021943679548
1005,5.0,-20.0,1.3550963834731422,-0.02183141625890399
1006,10.0,-20.0,0.7003578861070339,-0.026900221579538232
1007,15.0,-20.0,0.0488854772809203,-0.034591038885214746
1008,20.0,-20.0,0.5504388525280377,-0.0441590154174705
1009,25.0,-20.0,1.0275684362982862,-0.054957176969037805
1010,30.0,-20.0,1.4383953466348463,-0.06647689217543125
1011,35.0,-20.0,1.8070240325681401,-0.07833832528359368
1012,40.0,-20.0,2.149749164612727,-0.0902781560511541
1013,45.0,-20.0,2.476496023937498,-0.10213992082632498
1014,50.0,-20.0,2.792792783886772,-0.11385869369864599
1015,55.0,-20.0,3.101419475818203,-0.12543538389304956
1016,60.0,-20.0,3.403708833907622,-0.13690501402319744
1017,65.0,-20.0,3.700447119928346,-0.1483090363676195
1018,70.0,-20.0,3.992395552341412,-0.15967714394381266
1019,75.0,-20.0,4.280485328848946,-0.17102011078823723
1020,80.0,-20.0,4.565936091505326,-0.18232648004411192
1021,85.0,-20.0,4.849791126690878,-0.19358133736871214
1022,90.0,-20.0,5.132868713818834,-0.2047708267500792
1023,95.0,-20.0,5.415780580438781,-0.2158839523184862
1024,100.0,-20.0,5.698971967117666,-0.22691291608606337
1025,-100.0,-25.0,4.776736400487747,0.1738304502243663
1026,-95.0,-25.0,4.646967170149876,0.16311145322096524
1027,-90.0,-25.0,4.520907950668115,0.15246968129149155
1028,-85.0,-25.0,4.399878702323735,0.14179245704592108
1029,-80.0,-25.0,4.285180772576281,0.13107470081361194
1030,-75.0,-25.0,4.178757460101309,0.12030668194213988
1031,-70.0,-25.0,4.0836380410061,0.10947180939258958
1032,-65.0,-25.0,4.004835045777487,0.0985409502033285
1033,-60.0,-25.0,3.9505815018661075,0.08747401575048797
1034,-55.0,-25.0,3.9348389436626476,0.07622085837870342
1035,-50.0,-25.0,3.9826456803156867,0.06472319026168975
1036,-45.0,-25.0,4.1434930458096595,0.052914083810716064
1037,-40.0,-25.0,4.531122321730466,0.04071463443116835
1038,-35.0,-25.0,5.482931734010924,0.028013494602194884
1039,-30.0,-25.0,8.674205954096385,0.014606278676146882
1040,-25.0,-25.0,356743.55455891934,2.911580995549364e-07
1041,-20.0,-25.0,6.965314983788998,-0.012224674998073197
1042,-15.0,-25.0,3.5105866938236803,-0.02009915960785258
1043,-10.0,-25.0,2.3892708311397315,-0.02516574245759831
1044,-5.0,-25.0,1.9216645674140758,-0.028030782470624068
1045,0.0,-25.0,1.7879091128952709,-0.028960099135546754
1046,5.0,-25.0,1.5784419112216062,-0.030529751814929066
1047,10.0,-25.0,1.0679010165209286,-0.035045072613222455
1048,15.0,-25.0,0.46424349464002534,-0.04201999061493184
1049,20.0,-25.0,0.11620018484636571,-0.05086280634145599
1050,25.0,-25.0,0.6210222212471102,-0.06101095097208323
1051,30.0,-25.0,1.0698318620000904,-0.0719851994634665
1052,35.0,-25.0,1.4739282937328135,-0.08340287958179565
1053,40.0,-25.0,1.8469389366377122,-0.09498170556673333
1054,45.0,-25.0,2.1989736641113837,-0.10654063086331889
1055,50.0,-25.0,2.536580050971849,-0.11799211875275442
1056,55.0,-25.0,2.863571358047598,-0.12932131577474354
1057,60.0,-25.0,3.1820455003423858,-0.1405555032408514
1058,65.0,-25.0,3.4932779851828473,-0.15173398857195963
1059,70.0,-25.0,3.7982857781550456,-0.1628884563101784
1060,75.0,-25.0,4.0980243740051625,-0.17403707287424947
1061,80.0,-25.0,4.393780097580085,-0.18517111173100578
1062,85.0,-25.0,4.686779847896874,-0.19627287927698753
1063,90.0,-25.0,4.978007810232171,-0.2073256552797806
1064,95.0,-25.0,5.268218097298149,-0.21831593364552138
1065,100.0,-25.0,5.557975987118836,-0.22923383276567147
1066,-100.0,-30.0,5.011208166477784,0.17038527689020333
1067,-95.0,-30.0,4.900044363053331,0.15948378113880854
1068,-90.0,-30.0,4.795674962024197,0.14863319634003846
1069,-85.0,-30.0,4.70046067445053,0.13772198453040996
1070,-80.0,-30.0,4.616982417804485,0.12674049502785895
1071,-75.0,-30.0,4.549056261217144,0.1156732577801772
1072,-70.0,-30.0,4.502580272678905,0.10449624335381635
1073,-65.0,-30.0,4.4870947716397485,0.09317342533866914
1074,-60.0,-30.0,4.518896841398408,0.0816515309433737
1075,-55.0,-30.0,4.627777225892394,0.06985290556828028
